weather,atemp,count,datetime_year,datetime_hour,is_weekend,temp_poly_1,temp_poly_2,humidity_poly_1,humidity_poly_2,windspeed_poly_1,windspeed_poly_2,season_Spring,season_Summer,season_Fall,holiday_X1,workingday_X1,datetime_dow_Mon,datetime_dow_Tue,datetime_dow_Wed,datetime_dow_Thu,datetime_dow_Fri,datetime_dow_Sat,datetime_month_Feb,datetime_month_Mar,datetime_month_Apr,datetime_month_May,datetime_month_Jun,datetime_month_Jul,datetime_month_Aug,datetime_month_Sep,datetime_month_Oct,datetime_month_Nov,datetime_month_Dec
1,19.695,3.61091791264422,2011,10,1,-0.00572127667437094,-0.00590145774227217,0.0070291544396553,-0.00344309650649998,0.00492888672127259,-0.00658641903005171,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,16.665,4.04305126783455,2011,11,1,-0.00673000345922432,-0.00463999697241472,0.00951937102485731,0.000623393394094128,0.00728068568918558,-0.00551983010750955,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,21.21,4.44265125649032,2011,12,1,-0.00370382310466419,-0.00781294101119915,0.0075271977566957,-0.0027230444576859,0.00728068568918558,-0.00551983010750955,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,22.725,4.55387689160054,2011,13,1,-0.00168636953495743,-0.00890917325240887,0.00503698117149368,-0.00585707504523258,0.00845265239894824,-0.00470313333345024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,22.725,4.67282883446191,2011,14,1,-0.00168636953495743,-0.00890917325240887,0.00503698117149368,-0.00585707504523258,0.00728068568918558,-0.00551983010750955,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,21.97,4.70953020131233,2011,15,1,-0.00269509631981081,-0.00846296351026866,0.0075271977566957,-0.0027230444576859,0.00845265239894824,-0.00470313333345024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,21.21,4.54329478227,2011,16,1,-0.00370382310466419,-0.00781294101119915,0.0100174143418977,0.00157656027117007,0.00845265239894824,-0.00470313333345024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,21.97,4.21950770517611,2011,17,1,-0.00269509631981081,-0.00846296351026866,0.0100174143418977,0.00157656027117007,0.00728068568918558,-0.00551983010750955,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,21.21,3.58351893845611,2011,18,1,-0.00370382310466419,-0.00781294101119915,0.0130056742441401,0.0082746438123255,0.00492888672127259,-0.00658641903005171,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,21.21,3.63758615972639,2011,19,1,-0.00370382310466419,-0.00781294101119915,0.0130056742441401,0.0082746438123255,0.00492888672127259,-0.00658641903005171,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,20.455,3.61091791264422,2011,20,1,-0.00471254988951757,-0.00695910575520031,0.0125076309270997,0.00704173914133533,0.00492888672127259,-0.00658641903005171,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,20.455,3.55534806148941,2011,21,1,-0.00471254988951757,-0.00695910575520031,0.0125076309270997,0.00704173914133533,0.000233154333834288,-0.00643071443892821,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,20.455,3.36729582998647,2011,22,1,-0.00471254988951757,-0.00695910575520031,0.0159939341463826,0.0166511541169663,0.00258495330174728,-0.00688936939920657,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,22.725,3.68887945411394,2011,23,1,-0.00168636953495743,-0.00890917325240887,0.0130056742441401,0.0082746438123255,0.00845265239894824,-0.00470313333345024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,22.725,2.89037175789616,2011,0,1,-0.00168636953495743,-0.00890917325240887,0.0130056742441401,0.0082746438123255,0.00845265239894824,-0.00470313333345024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21.97,2.89037175789616,2011,1,1,-0.00269509631981081,-0.00846296351026866,0.0159939341463826,0.0166511541169663,0.00492888672127259,-0.00658641903005171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,21.21,2.30258509299405,2011,2,1,-0.00370382310466419,-0.00781294101119915,0.018982194048625,0.0267060911850925,0.00728068568918558,-0.00551983010750955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,22.725,1.94591014905531,2011,3,1,-0.00168636953495743,-0.00890917325240887,0.0159939341463826,0.0166511541169663,0.000233154333834288,-0.00643071443892821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,22.725,1.38629436111989,2011,4,1,-0.00168636953495743,-0.00890917325240887,0.0159939341463826,0.0166511541169663,0.000233154333834288,-0.00643071443892821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,21.21,1.09861228866811,2011,6,1,-0.00370382310466419,-0.00781294101119915,0.0075271977566957,-0.0027230444576859,0.00845265239894824,-0.00470313333345024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,20.455,0.693147180559945,2011,7,1,-0.00471254988951757,-0.00695910575520031,0.0070291544396553,-0.00344309650649998,0.000233154333834288,-0.00643071443892821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,20.455,2.19722457733622,2011,8,1,-0.00471254988951757,-0.00695910575520031,0.00453893785445328,-0.0063440122657848,0.00258495330174728,-0.00688936939920657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,19.695,3.04452243772342,2011,9,1,-0.00572127667437094,-0.00590145774227217,0.0070291544396553,-0.00344309650649998,0.00258495330174728,-0.00688936939920657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17.425,3.98898404656427,2011,10,1,-0.00673000345922432,-0.00463999697241472,0.00951937102485731,0.000623393394094128,0.00258495330174728,-0.00688936939920657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16.665,4.26267987704132,2011,11,1,-0.00673000345922432,-0.00463999697241472,0.00453893785445328,-0.0063440122657848,0.00492888672127259,-0.00658641903005171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16.665,4.54329478227,2011,12,1,-0.00673000345922432,-0.00463999697241472,0.00204872126925126,-0.00807935388376032,0.00845265239894824,-0.00470313333345024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17.425,4.33073334028633,2011,13,1,-0.00673000345922432,-0.00463999697241472,0.00204872126925126,-0.00807935388376032,-0.00446257805360401,-0.00322962323227346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,17.425,4.0943445622221,2011,14,1,-0.00673000345922432,-0.00463999697241472,0.0070291544396553,-0.00344309650649998,0.000233154333834288,-0.00643071443892821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,16.665,4.31748811353631,2011,15,1,-0.0077387302440777,-0.00317472344562795,0.00951937102485731,0.000623393394094128,-0.00211077908569103,-0.00521352207537233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,16.665,4.34380542185368,2011,16,1,-0.0077387302440777,-0.00317472344562795,0.00453893785445328,-0.0063440122657848,-0.00211077908569103,-0.00521352207537233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16.665,4.18965474202643,2011,17,1,-0.0077387302440777,-0.00317472344562795,-0.00243366858411236,-0.00826572196001684,0.000233154333834288,-0.00643071443892821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16.665,3.98898404656427,2011,18,1,-0.00673000345922432,-0.00463999697241472,-0.0079121450715568,-0.00336497894256946,0.0108044513668612,-0.00249197278694898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14.395,3.43398720448515,2011,19,1,-0.00874745702893108,-0.00150563716191187,-0.00990431833971841,-0.000184201603017438,0.0201959161417378,0.0139538961413906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13.635,3.13549421592915,2011,20,1,-0.00975618381378445,0.000367261878733524,-0.0113984482908396,0.00269092254099648,0.0131483847863865,0.00047186394013341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11.365,3.46573590279973,2011,21,1,-0.0117736373834912,0.00472449823081225,-0.0089082317056376,-0.00186783620409819,0.0108044513668612,-0.00249197278694898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.605,2.30258509299405,2011,22,1,-0.0127823641683446,0.00720883554224558,-0.0089082317056376,-0.00186783620409819,0.00845265239894824,-0.00470313333345024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11.365,2.19722457733622,2011,23,1,-0.013791090953198,0.00989698561060822,-0.00741410175451639,-0.00404361586332653,-0.00211077908569103,-0.00521352207537233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9.85,1.79175946922805,2011,0,0,-0.013791090953198,0.00989698561060822,-0.0089082317056376,-0.00186783620409819,0.0131483847863865,0.00047186394013341,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8.335,1.09861228866811,2011,1,0,-0.0147998177380513,0.0127889484359002,-0.0089082317056376,-0.00186783620409819,0.0178441171738248,0.00869224782924832,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6.82,0.693147180559945,2011,4,0,-0.0168172713077581,0.019184312357272,-0.00741410175451639,-0.00404361586332653,0.0155001837542995,0.00420826836945519,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6.82,1.38629436111989,2011,5,0,-0.0168172713077581,0.019184312357272,-0.00741410175451639,-0.00404361586332653,0.00728068568918558,-0.00551983010750955,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5.305,3.43398720448515,2011,6,0,-0.0178259980926115,0.0226877134533519,-0.00591997180339519,-0.00579978883168353,0.0155001837542995,0.00420826836945519,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6.82,4.17438726989564,2011,7,0,-0.0178259980926115,0.0226877134533519,-0.00591997180339519,-0.00579978883168353,0.000233154333834288,-0.00643071443892821,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6.06,5.04342511691925,2011,8,0,-0.0178259980926115,0.0226877134533519,-0.00591997180339519,-0.00579978883168353,0.00728068568918558,-0.00551983010750955,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6.82,4.48863636973214,2011,9,0,-0.0168172713077581,0.019184312357272,-0.00940627502267801,-0.001049330386384,0.0155001837542995,0.00420826836945519,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8.335,3.80666248977032,2011,10,0,-0.0158085445229047,0.0158847240181215,-0.00940627502267801,-0.001049330386384,0.00492888672127259,-0.00658641903005171,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9.09,3.95124371858143,2011,11,0,-0.0147998177380513,0.0127889484359002,-0.0109004049737992,0.0016859248606728,0.0108044513668612,-0.00249197278694898,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.605,4.12713438504509,2011,12,0,-0.013791090953198,0.00989698561060822,-0.0133906215590012,0.00717714291881491,0.00845265239894824,-0.00470313333345024,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.605,4.12713438504509,2011,13,0,-0.0127823641683446,0.00720883554224558,-0.0133906215590012,0.00717714291881491,0.00728068568918558,-0.00551983010750955,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12.12,4.35670882668959,2011,14,0,-0.0117736373834912,0.00472449823081225,-0.0158808381442032,0.0138339351182663,0.00728068568918558,-0.00551983010750955,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12.12,4.29045944114839,2011,15,0,-0.0117736373834912,0.00472449823081225,-0.0158808381442032,0.0138339351182663,0.00492888672127259,-0.00658641903005171,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12.12,4.34380542185368,2011,16,0,-0.0117736373834912,0.00472449823081225,-0.0158808381442032,0.0138339351182663,0.00492888672127259,-0.00658641903005171,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11.365,5.06259503302697,2011,17,0,-0.0127823641683446,0.00720883554224558,-0.0158808381442032,0.0138339351182663,0.00258495330174728,-0.00688936939920657,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12.88,5.06259503302697,2011,18,0,-0.0127823641683446,0.00720883554224558,-0.0148847515101224,0.0110313493415286,-0.00680651147312933,-0.000492288136006827,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12.88,4.70953020131233,2011,19,0,-0.0147998177380513,0.0127889484359002,-0.00741410175451639,-0.00404361586332653,-0.0150260095382433,0.0151026795316004,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11.365,3.97029191355212,2011,20,0,-0.0147998177380513,0.0127889484359002,-0.00741410175451639,-0.00404361586332653,-0.00680651147312933,-0.000492288136006827,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9.85,3.97029191355212,2011,21,0,-0.0158085445229047,0.0158847240181215,0.00105263463517046,-0.00844712977138393,-0.00446257805360401,-0.00322962323227346,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7.575,3.04452243772342,2011,22,0,-0.0178259980926115,0.0226877134533519,0.00354285122037247,-0.00717801780993212,-0.00446257805360401,-0.00322962323227346,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.605,2.56494935746154,2011,23,0,-0.0158085445229047,0.0158847240181215,-0.00342975521819317,-0.00779428446589775,-0.00680651147312933,-0.000492288136006827,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9.09,1.79175946922805,2011,0,0,-0.0168172713077581,0.019184312357272,-0.00342975521819317,-0.00779428446589775,-0.00680651147312933,-0.000492288136006827,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9.09,1.09861228866811,2011,1,0,-0.0168172713077581,0.019184312357272,-0.00143758195003156,-0.00855066759152644,-0.00680651147312933,-0.000492288136006827,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7.575,0.693147180559945,2011,2,0,-0.0178259980926115,0.0226877134533519,0.000554591318130055,-0.00856108326671717,-0.00446257805360401,-0.00322962323227346,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9.09,1.09861228866811,2011,4,0,-0.0178259980926115,0.0226877134533519,0.000554591318130055,-0.00856108326671717,-0.00797847818289199,0.00116092874274697,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7.575,1.6094379124341,2011,5,0,-0.0188347248774649,0.0263949273063611,0.00304480790333207,-0.00752508613352723,-0.00680651147312933,-0.000492288136006827,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7.575,3.61091791264422,2011,6,0,-0.0188347248774649,0.0263949273063611,0.00603306780557449,-0.00474333170717102,-0.00680651147312933,-0.000492288136006827,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7.575,4.55387689160054,2011,7,0,-0.0188347248774649,0.0263949273063611,0.00603306780557449,-0.00474333170717102,-0.00446257805360401,-0.00322962323227346,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7.575,5.19295685089021,2011,8,0,-0.0178259980926115,0.0226877134533519,0.00354285122037247,-0.00717801780993212,-0.00211077908569103,-0.00521352207537233,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7.575,4.61512051684126,2011,9,0,-0.0168172713077581,0.019184312357272,0.00105263463517046,-0.00844712977138393,0.00258495330174728,-0.00688936939920657,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6.82,3.76120011569356,2011,10,0,-0.0168172713077581,0.019184312357272,0.00354285122037247,-0.00717801780993212,0.0108044513668612,-0.00249197278694898,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.605,4.06044301054642,2011,11,0,-0.013791090953198,0.00989698561060822,-0.00542192848635478,-0.00629193388983111,0.00845265239894824,-0.00470313333345024,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11.365,4.36944785246702,2011,12,0,-0.013791090953198,0.00989698561060822,-0.00542192848635478,-0.00629193388983111,-0.00211077908569103,-0.00521352207537233,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11.365,4.58496747867057,2011,13,0,-0.0127823641683446,0.00720883554224558,-0.00293171190115277,-0.00805331469578348,0.000233154333834288,-0.00643071443892821,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12.88,4.15888308335967,2011,14,0,-0.0117736373834912,0.00472449823081225,-0.00492388516931438,-0.00673745598232633,0.00258495330174728,-0.00688936939920657,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13.635,4.18965474202643,2011,15,0,-0.0107649105986378,0.00244397367630823,-0.00492388516931438,-0.00673745598232633,0.00492888672127259,-0.00658641903005171,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14.395,4.43081679884331,2011,16,0,-0.00975618381378445,0.000367261878733524,-0.00641801512043559,-0.00526102080788357,0.00492888672127259,-0.00658641903005171,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13.635,5.36129216570943,2011,17,0,-0.0107649105986378,0.00244397367630823,-0.00691605843747599,-0.00467562981843123,0.00258495330174728,-0.00688936939920657,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12.88,5.20948615284142,2011,18,0,-0.0117736373834912,0.00472449823081225,-0.00691605843747599,-0.00467562981843123,0.000233154333834288,-0.00643071443892821,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12.88,4.72738781871234,2011,19,0,-0.0127823641683446,0.00720883554224558,-0.00691605843747599,-0.00467562981843123,-0.00680651147312933,-0.000492288136006827,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12.88,4.00733318523247,2011,20,0,-0.0127823641683446,0.00720883554224558,-0.00691605843747599,-0.00467562981843123,-0.00680651147312933,-0.000492288136006827,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13.635,3.89182029811063,2011,21,0,-0.013791090953198,0.00989698561060822,0.00105263463517046,-0.00844712977138393,-0.0150260095382433,0.0151026795316004,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12.88,3.58351893845611,2011,22,0,-0.013791090953198,0.00989698561060822,0.00105263463517046,-0.00844712977138393,-0.00797847818289199,0.00116092874274697,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11.365,2.484906649788,2011,23,0,-0.0147998177380513,0.0127889484359002,0.00354285122037247,-0.00717801780993212,-0.00797847818289199,0.00116092874274697,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12.88,1.94591014905531,2011,0,0,-0.0147998177380513,0.0127889484359002,0.00105263463517046,-0.00844712977138393,-0.0150260095382433,0.0151026795316004,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9.85,1.94591014905531,2011,1,0,-0.0168172713077581,0.019184312357272,0.00603306780557449,-0.00474333170717102,-0.00797847818289199,0.00116092874274697,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9.85,1.09861228866811,2011,2,0,-0.0168172713077581,0.019184312357272,0.00603306780557449,-0.00474333170717102,-0.00797847818289199,0.00116092874274697,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11.365,1.09861228866811,2011,4,0,-0.0127823641683446,0.00720883554224558,-0.00691605843747599,-0.00467562981843123,0.00258495330174728,-0.00688936939920657,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11.365,1.38629436111989,2011,5,0,-0.013791090953198,0.00989698561060822,-0.00741410175451639,-0.00404361586332653,-0.00211077908569103,-0.00521352207537233,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9.85,3.52636052461616,2011,6,0,-0.0147998177380513,0.0127889484359002,-0.00741410175451639,-0.00404361586332653,0.00258495330174728,-0.00688936939920657,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9.09,4.48863636973214,2011,7,0,-0.0158085445229047,0.0158847240181215,-0.00940627502267801,-0.001049330386384,0.000233154333834288,-0.00643071443892821,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9.09,5.27811465923052,2011,8,0,-0.0147998177380513,0.0127889484359002,-0.0109004049737992,0.0016859248606728,0.00845265239894824,-0.00470313333345024,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9.85,4.75359019110636,2011,9,0,-0.013791090953198,0.00989698561060822,-0.0123945349249204,0.00484078679860095,0.0108044513668612,-0.00249197278694898,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9.85,4.06044301054642,2011,10,0,-0.013791090953198,0.00989698561060822,-0.0123945349249204,0.00484078679860095,0.0108044513668612,-0.00249197278694898,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11.365,3.85014760171006,2011,11,0,-0.0117736373834912,0.00472449823081225,-0.014386708193082,0.00969999090163835,0.0108044513668612,-0.00249197278694898,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11.365,4.38202663467388,2011,12,0,-0.0117736373834912,0.00472449823081225,-0.014386708193082,0.00969999090163835,0.0108044513668612,-0.00249197278694898,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12.88,4.27666611901606,2011,13,0,-0.0107649105986378,0.00244397367630823,-0.0158808381442032,0.0138339351182663,0.00845265239894824,-0.00470313333345024,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14.395,4.14313472639153,2011,14,0,-0.00975618381378445,0.000367261878733524,-0.0168769247782841,0.0168230127576135,0.000233154333834288,-0.00643071443892821,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14.395,4.14313472639153,2011,15,0,-0.00975618381378445,0.000367261878733524,-0.0168769247782841,0.0168230127576135,0.000233154333834288,-0.00643071443892821,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15.91,4.49980967033027,2011,16,0,-0.00975618381378445,0.000367261878733524,-0.0168769247782841,0.0168230127576135,-0.00797847818289199,0.00116092874274697,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11.365,5.25227342804663,2011,17,0,-0.0127823641683446,0.00720883554224558,-0.01189649160788,0.00374254318697253,0.000233154333834288,-0.00643071443892821,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
