weather,atemp,datetime_year,datetime_hour,is_weekend,temp_poly_1,temp_poly_2,humidity_poly_1,humidity_poly_2,windspeed_poly_1,windspeed_poly_2,season_Spring,season_Summer,season_Fall,holiday_X1,workingday_X1,datetime_dow_Mon,datetime_dow_Tue,datetime_dow_Wed,datetime_dow_Thu,datetime_dow_Fri,datetime_dow_Sat,datetime_month_Feb,datetime_month_Mar,datetime_month_Apr,datetime_month_May,datetime_month_Jun,datetime_month_Jul,datetime_month_Aug,datetime_month_Sep,datetime_month_Oct,datetime_month_Nov,datetime_month_Dec
1,11.365,2011,10,0,-0.0117736373834912,0.00472449823081225,-0.00691605843747599,-0.00467562981843123,0.00845265239894824,-0.00470313333345024,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,13.635,2011,11,0,-0.0107649105986378,0.00244397367630823,-0.0084101883885972,-0.00263971905616001,-0.00211077908569103,-0.00521352207537233,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16.665,2011,12,0,-0.00975618381378445,0.000367261878733524,-0.00990431833971841,-0.000184201603017438,-0.0150260095382433,0.0151026795316004,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,14.395,2011,13,0,-0.0107649105986378,0.00244397367630823,-0.0084101883885972,-0.00263971905616001,-0.00680651147312933,-0.000492288136006827,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,15.15,2011,14,0,-0.00975618381378445,0.000367261878733524,-0.0084101883885972,-0.00263971905616001,-0.00446257805360401,-0.00322962323227346,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,15.91,2011,15,0,-0.00874745702893108,-0.00150563716191187,-0.0084101883885972,-0.00263971905616001,0.000233154333834288,-0.00643071443892821,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,15.15,2011,16,0,-0.00975618381378445,0.000367261878733524,-0.00641801512043559,-0.00526102080788357,-0.00446257805360401,-0.00322962323227346,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,15.91,2011,17,0,-0.00975618381378445,0.000367261878733524,-0.00641801512043559,-0.00526102080788357,-0.00680651147312933,-0.000492288136006827,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12.88,2011,18,0,-0.0117736373834912,0.00472449823081225,-0.00293171190115277,-0.00805331469578348,0.000233154333834288,-0.00643071443892821,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11.365,2011,19,0,-0.0117736373834912,0.00472449823081225,-0.00293171190115277,-0.00805331469578348,0.0108044513668612,-0.00249197278694898,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12.12,2011,20,0,-0.0117736373834912,0.00472449823081225,-0.000939538632991154,-0.00862320595880268,0.00728068568918558,-0.00551983010750955,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11.365,2011,21,0,-0.0127823641683446,0.00720883554224558,-0.000939538632991154,-0.00862320595880268,0.00492888672127259,-0.00658641903005171,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10.605,2011,22,0,-0.0127823641683446,0.00720883554224558,0.00155067795221086,-0.00828655331039831,0.00728068568918558,-0.00551983010750955,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10.605,2011,23,0,-0.0127823641683446,0.00720883554224558,0.00155067795221086,-0.00828655331039831,0.0108044513668612,-0.00249197278694898,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11.365,2011,0,0,-0.0127823641683446,0.00720883554224558,0.00404089453741288,-0.00678432652068465,0.00492888672127259,-0.00658641903005171,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,11.365,2011,1,0,-0.0127823641683446,0.00720883554224558,0.00404089453741288,-0.00678432652068465,0.00492888672127259,-0.00658641903005171,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,12.12,2011,2,0,-0.0127823641683446,0.00720883554224558,0.00653111112261489,-0.00411652558966169,-0.00211077908569103,-0.00521352207537233,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,10.605,2011,3,0,-0.013791090953198,0.00989698561060822,0.00902132770781691,-0.000283150517329438,0.00845265239894824,-0.00470313333345024,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,12.88,2011,4,0,-0.013791090953198,0.00989698561060822,0.0125076309270997,0.00704173914133533,-0.00797847818289199,0.00116092874274697,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,9.85,2011,5,0,-0.0127823641683446,0.00720883554224558,-0.000939538632991154,-0.00862320595880268,0.0178441171738248,0.00869224782924832,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,10.605,2011,6,0,-0.013791090953198,0.00989698561060822,-0.00342975521819317,-0.00779428446589775,0.00492888672127259,-0.00658641903005171,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,9.09,2011,7,0,-0.0147998177380513,0.0127889484359002,-0.00542192848635478,-0.00629193388983111,0.00728068568918558,-0.00551983010750955,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,9.09,2011,8,0,-0.0147998177380513,0.0127889484359002,-0.00741410175451639,-0.00404361586332653,0.0108044513668612,-0.00249197278694898,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,9.09,2011,9,0,-0.0147998177380513,0.0127889484359002,-0.00542192848635478,-0.00629193388983111,0.0131483847863865,0.00047186394013341,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,8.335,2011,10,0,-0.0147998177380513,0.0127889484359002,-0.00741410175451639,-0.00404361586332653,0.0213678828515005,0.0168611074607691,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,9.09,2011,11,0,-0.013791090953198,0.00989698561060822,-0.0104023616567588,0.000727550146001497,0.0213678828515005,0.0168611074607691,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,9.09,2011,12,0,-0.013791090953198,0.00989698561060822,-0.0173749680953245,0.0183874860257656,0.0307593476263771,0.0470086655839444,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,7.575,2011,13,0,-0.0147998177380513,0.0127889484359002,-0.0203632279975669,0.0287534079133783,0.0307593476263771,0.0470086655839444,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,7.575,2011,14,0,-0.0147998177380513,0.0127889484359002,-0.0183710547294053,0.021656301459027,0.0260636152389388,0.0304121932145911,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,6.06,2011,15,0,-0.0168172713077581,0.019184312357272,-0.0178730114123649,0.0199985822595701,0.0201959161417378,0.0139538961413906,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,6.82,2011,16,0,-0.0168172713077581,0.019184312357272,-0.0178730114123649,0.0199985822595701,0.0131483847863865,0.00047186394013341,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,6.06,2011,17,0,-0.0178259980926115,0.0226877134533519,-0.0168769247782841,0.0168230127576135,0.0131483847863865,0.00047186394013341,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,6.06,2011,18,0,-0.0188347248774649,0.0263949273063611,-0.0158808381442032,0.0138339351182663,0.00492888672127259,-0.00658641903005171,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,5.305,2011,19,0,-0.0188347248774649,0.0263949273063611,-0.0158808381442032,0.0138339351182663,0.0108044513668612,-0.00249197278694898,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,3.79,2011,20,0,-0.0198434516623182,0.0303059539162997,-0.014386708193082,0.00969999090163835,0.0178441171738248,0.00869224782924832,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,3.79,2011,21,0,-0.0208521784471716,0.0344207932831675,-0.01189649160788,0.00374254318697253,0.00728068568918558,-0.00551983010750955,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.515,2011,22,0,-0.021860905232025,0.0387394454069646,-0.0104023616567588,0.000727550146001497,0.0155001837542995,0.00420826836945519,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2.275,2011,23,0,-0.021860905232025,0.0387394454069646,-0.01189649160788,0.00374254318697253,0.0108044513668612,-0.00249197278694898,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.515,2011,0,1,-0.0228696320168784,0.0432619102876911,-0.0084101883885972,-0.00263971905616001,0.00492888672127259,-0.00658641903005171,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,0,2011,1,1,-0.0228696320168784,0.0432619102876911,-0.0104023616567588,0.000727550146001497,0.0155001837542995,0.00420826836945519,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1.515,2011,2,1,-0.0228696320168784,0.0432619102876911,-0.0104023616567588,0.000727550146001497,0.00492888672127259,-0.00658641903005171,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1.515,2011,3,1,-0.0228696320168784,0.0432619102876911,-0.0104023616567588,0.000727550146001497,0.00728068568918558,-0.00551983010750955,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,0.76,2011,4,1,-0.0238783588017317,0.0479881879253468,-0.00691605843747599,-0.00467562981843123,0.00845265239894824,-0.00470313333345024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1.515,2011,6,1,-0.0238783588017317,0.0479881879253468,-0.0089082317056376,-0.00186783620409819,0.00258495330174728,-0.00688936939920657,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0.76,2011,7,1,-0.0238783588017317,0.0479881879253468,-0.0089082317056376,-0.00186783620409819,0.00728068568918558,-0.00551983010750955,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,2011,8,1,-0.0238783588017317,0.0479881879253468,-0.0089082317056376,-0.00186783620409819,0.0108044513668612,-0.00249197278694898,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1.515,2011,9,1,-0.0228696320168784,0.0432619102876911,-0.0104023616567588,0.000727550146001497,0.00492888672127259,-0.00658641903005171,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,3.03,2011,10,1,-0.0228696320168784,0.0432619102876911,-0.0104023616567588,0.000727550146001497,-0.00211077908569103,-0.00521352207537233,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,3.79,2011,11,1,-0.021860905232025,0.0387394454069646,-0.01189649160788,0.00374254318697253,-0.00446257805360401,-0.00322962323227346,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,5.305,2011,12,1,-0.021860905232025,0.0387394454069646,-0.01189649160788,0.00374254318697253,-0.00680651147312933,-0.000492288136006827,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,8.335,2011,13,1,-0.0208521784471716,0.0344207932831675,-0.0133906215590012,0.00717714291881491,-0.0150260095382433,0.0151026795316004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,6.82,2011,14,1,-0.0198434516623182,0.0303059539162997,-0.014386708193082,0.00969999090163835,-0.00680651147312933,-0.000492288136006827,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,7.575,2011,15,1,-0.0188347248774649,0.0263949273063611,-0.0168769247782841,0.0168230127576135,-0.0150260095382433,0.0151026795316004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,6.82,2011,16,1,-0.0188347248774649,0.0263949273063611,-0.0168769247782841,0.0168230127576135,0.000233154333834288,-0.00643071443892821,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,9.85,2011,17,1,-0.0188347248774649,0.0263949273063611,-0.0168769247782841,0.0168230127576135,-0.0150260095382433,0.0151026795316004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,4.545,2011,18,1,-0.0208521784471716,0.0344207932831675,-0.0133906215590012,0.00717714291881491,0.000233154333834288,-0.00643071443892821,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,5.305,2011,19,1,-0.0208521784471716,0.0344207932831675,-0.0133906215590012,0.00717714291881491,-0.00446257805360401,-0.00322962323227346,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,3.79,2011,20,1,-0.021860905232025,0.0387394454069646,-0.0084101883885972,-0.00263971905616001,-0.00211077908569103,-0.00521352207537233,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,5.305,2011,21,1,-0.021860905232025,0.0387394454069646,-0.0104023616567588,0.000727550146001497,-0.00797847818289199,0.00116092874274697,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,7.575,2011,22,1,-0.021860905232025,0.0387394454069646,-0.00641801512043559,-0.00526102080788357,-0.0150260095382433,0.0151026795316004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,3.79,2011,23,1,-0.0228696320168784,0.0432619102876911,-0.00243366858411236,-0.00826572196001684,-0.00680651147312933,-0.000492288136006827,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,3.79,2011,0,1,-0.0228696320168784,0.0432619102876911,-0.00243366858411236,-0.00826572196001684,-0.00680651147312933,-0.000492288136006827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3.79,2011,1,1,-0.0228696320168784,0.0432619102876911,-0.00243366858411236,-0.00826572196001684,-0.00680651147312933,-0.000492288136006827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3.03,2011,2,1,-0.0238783588017317,0.0479881879253468,5.65480010896518e-05,-0.00862841379639804,-0.00446257805360401,-0.00322962323227346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3.03,2011,3,1,-0.0238783588017317,0.0479881879253468,5.65480010896518e-05,-0.00862841379639804,-0.00446257805360401,-0.00322962323227346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3.79,2011,5,1,-0.0228696320168784,0.0432619102876911,-0.00243366858411236,-0.00826572196001684,-0.00680651147312933,-0.000492288136006827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3.79,2011,6,1,-0.0228696320168784,0.0432619102876911,-0.00243366858411236,-0.00826572196001684,-0.00680651147312933,-0.000492288136006827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5.305,2011,7,1,-0.0208521784471716,0.0344207932831675,-0.00193562526707196,-0.00843150625859782,-0.00211077908569103,-0.00521352207537233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3.79,2011,8,1,-0.021860905232025,0.0387394454069646,5.65480010896518e-05,-0.00862841379639804,-0.00211077908569103,-0.00521352207537233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3.79,2011,9,1,-0.0198434516623182,0.0303059539162997,-0.00392779853523357,-0.00748863127035965,0.0131483847863865,0.00047186394013341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5.305,2011,10,1,-0.0178259980926115,0.0226877134533519,-0.0079121450715568,-0.00336497894256946,0.0155001837542995,0.00420826836945519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6.82,2011,11,1,-0.0178259980926115,0.0226877134533519,-0.00940627502267801,-0.001049330386384,0.00258495330174728,-0.00688936939920657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6.06,2011,12,1,-0.0168172713077581,0.019184312357272,-0.0123945349249204,0.00484078679860095,0.0213678828515005,0.0168611074607691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5.305,2011,13,1,-0.0178259980926115,0.0226877134533519,-0.014386708193082,0.00969999090163835,0.0155001837542995,0.00420826836945519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6.82,2011,14,1,-0.0168172713077581,0.019184312357272,-0.0168769247782841,0.0168230127576135,0.0131483847863865,0.00047186394013341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6.82,2011,15,1,-0.0168172713077581,0.019184312357272,-0.0168769247782841,0.0168230127576135,0.0131483847863865,0.00047186394013341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6.82,2011,16,1,-0.0168172713077581,0.019184312357272,-0.0178730114123649,0.0199985822595701,0.0108044513668612,-0.00249197278694898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5.305,2011,17,1,-0.0178259980926115,0.0226877134533519,-0.0178730114123649,0.0199985822595701,0.0155001837542995,0.00420826836945519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6.06,2011,18,1,-0.0188347248774649,0.0263949273063611,-0.0158808381442032,0.0138339351182663,0.00492888672127259,-0.00658641903005171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6.06,2011,19,1,-0.0188347248774649,0.0263949273063611,-0.0158808381442032,0.0138339351182663,0.00728068568918558,-0.00551983010750955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5.305,2011,20,1,-0.0198434516623182,0.0303059539162997,-0.0128925782419608,0.00598565337588175,0.00492888672127259,-0.00658641903005171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5.305,2011,21,1,-0.0198434516623182,0.0303059539162997,-0.0128925782419608,0.00598565337588175,0.000233154333834288,-0.00643071443892821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4.545,2011,22,1,-0.0208521784471716,0.0344207932831675,-0.01189649160788,0.00374254318697253,0.000233154333834288,-0.00643071443892821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3.03,2011,23,1,-0.021860905232025,0.0387394454069646,-0.0104023616567588,0.000727550146001497,0.00258495330174728,-0.00688936939920657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3.03,2011,0,0,-0.021860905232025,0.0387394454069646,-0.0104023616567588,0.000727550146001497,0.000233154333834288,-0.00643071443892821,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.275,2011,1,0,-0.0228696320168784,0.0432619102876911,-0.0084101883885972,-0.00263971905616001,0.000233154333834288,-0.00643071443892821,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.515,2011,3,0,-0.0228696320168784,0.0432619102876911,-0.0084101883885972,-0.00263971905616001,0.00492888672127259,-0.00658641903005171,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3.03,2011,4,0,-0.0238783588017317,0.0479881879253468,-0.00691605843747599,-0.00467562981843123,-0.00446257805360401,-0.00322962323227346,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3.03,2011,5,0,-0.0238783588017317,0.0479881879253468,-0.00691605843747599,-0.00467562981843123,-0.00446257805360401,-0.00322962323227346,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3.79,2011,6,0,-0.0238783588017317,0.0479881879253468,-0.00691605843747599,-0.00467562981843123,-0.00797847818289199,0.00116092874274697,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6.06,2011,7,0,-0.0238783588017317,0.0479881879253468,-0.00691605843747599,-0.00467562981843123,-0.0150260095382433,0.0151026795316004,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6.82,2011,8,0,-0.0228696320168784,0.0432619102876911,-0.00641801512043559,-0.00526102080788357,-0.0150260095382433,0.0151026795316004,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7.575,2011,9,0,-0.021860905232025,0.0387394454069646,-0.0104023616567588,0.000727550146001497,-0.0150260095382433,0.0151026795316004,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6.82,2011,10,0,-0.0198434516623182,0.0303059539162997,-0.00990431833971841,-0.000184201603017438,-0.0150260095382433,0.0151026795316004,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6.06,2011,11,0,-0.0198434516623182,0.0303059539162997,-0.0079121450715568,-0.00336497894256946,-0.00446257805360401,-0.00322962323227346,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6.82,2011,12,0,-0.0188347248774649,0.0263949273063611,-0.00990431833971841,-0.000184201603017438,0.000233154333834288,-0.00643071443892821,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6.82,2011,13,0,-0.0178259980926115,0.0226877134533519,-0.00940627502267801,-0.001049330386384,0.00258495330174728,-0.00688936939920657,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6.82,2011,14,0,-0.0178259980926115,0.0226877134533519,-0.0079121450715568,-0.00336497894256946,0.00258495330174728,-0.00688936939920657,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8.335,2011,15,0,-0.0168172713077581,0.019184312357272,-0.0109004049737992,0.0016859248606728,-0.00211077908569103,-0.00521352207537233,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7.575,2011,16,0,-0.0168172713077581,0.019184312357272,-0.00741410175451639,-0.00404361586332653,0.00492888672127259,-0.00658641903005171,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6.06,2011,17,0,-0.0178259980926115,0.0226877134533519,-0.00591997180339519,-0.00579978883168353,0.00492888672127259,-0.00658641903005171,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6.82,2011,18,0,-0.0178259980926115,0.0226877134533519,-0.00143758195003156,-0.00855066759152644,0.000233154333834288,-0.00643071443892821,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7.575,2011,19,0,-0.0178259980926115,0.0226877134533519,-0.00392779853523357,-0.00748863127035965,-0.00211077908569103,-0.00521352207537233,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6.82,2011,20,0,-0.0178259980926115,0.0226877134533519,-0.00143758195003156,-0.00855066759152644,0.000233154333834288,-0.00643071443892821,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7.575,2011,21,0,-0.0178259980926115,0.0226877134533519,0.000554591318130055,-0.00856108326671717,-0.00211077908569103,-0.00521352207537233,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6.82,2011,22,0,-0.0178259980926115,0.0226877134533519,0.000554591318130055,-0.00856108326671717,0.00258495330174728,-0.00688936939920657,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7.575,2011,23,0,-0.0168172713077581,0.019184312357272,0.00105263463517046,-0.00844712977138393,0.00492888672127259,-0.00658641903005171,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
